id,SalePrice
1461,123599.234
1462,157614.78
1463,187577.81
1464,194430.92
1465,184465.33
1466,172458.64
1467,174429.16
1468,174470.58
1469,191308.69
1470,122401.23
1471,187120.25
1472,93475.83
1473,98070.59
1474,152395.7
1475,127153.67
1476,384994.78
1477,261785.0
1478,294128.34
1479,306682.53
1480,510680.94
1481,358150.56
1482,198755.12
1483,177087.52
1484,166678.1
1485,176533.94
1486,187749.81
1487,356275.88
1488,238101.81
1489,202444.39
1490,224911.84
1491,199818.11
1492,93797.05
1493,189294.19
1494,304379.2
1495,331462.56
1496,228325.84
1497,176361.44
1498,158182.17
1499,158921.44
1500,148557.67
1501,176911.11
1502,145398.5
1503,300039.4
1504,237739.92
1505,228703.08
1506,194202.25
1507,259168.27
1508,216263.8
1509,169688.6
1510,146299.97
1511,143114.39
1512,171363.31
1513,159078.83
1514,167988.58
1515,213463.72
1516,161708.06
1517,173532.19
1518,136402.39
1519,221323.75
1520,135075.39
1521,137595.52
1522,175808.47
1523,114147.125
1524,134216.84
1525,130033.32
1526,124811.7
1527,104121.34
1528,133389.97
1529,148559.66
1530,177739.08
1531,104324.7
1532,94948.516
1533,131540.66
1534,123048.23
1535,160797.52
1536,109614.23
1537,71307.6
1538,155863.34
1539,193899.11
1540,87661.33
1541,153060.75
1542,131846.1
1543,219726.67
1544,75678.055
1545,109254.06
1546,122247.59
1547,120471.73
1548,130239.09
1549,108576.83
1550,134181.53
1551,112406.47
1552,142214.53
1553,160071.06
1554,121568.74
1555,168032.8
1556,83517.37
1557,109564.266
1558,91716.09
1559,64676.855
1560,129533.66
1561,144950.75
1562,128905.53
1563,120732.93
1564,154730.8
1565,154117.72
1566,249992.38
1567,75585.16
1568,239633.33
1569,140124.16
1570,136862.36
1571,123803.68
1572,149208.69
1573,264454.66
1574,118929.38
1575,226962.25
1576,233934.25
1577,186797.0
1578,150594.94
1579,155084.62
1580,197240.94
1581,144213.89
1582,125767.95
1583,329544.94
1584,223598.27
1585,141428.84
1586,73246.97
1587,99730.77
1588,151320.38
1589,105431.92
1590,132752.0
1591,92592.05
1592,109354.13
1593,133887.78
1594,126431.06
1595,112360.49
1596,244796.11
1597,190961.62
1598,221263.61
1599,181823.8
1600,169875.28
1601,72743.445
1602,113834.69
1603,68521.36
1604,249718.11
1605,277729.53
1606,171008.72
1607,166286.25
1608,207890.97
1609,197247.7
1610,148120.39
1611,142930.94
1612,164330.45
1613,161497.84
1614,123309.61
1615,87469.586
1616,74277.17
1617,94612.08
1618,118705.7
1619,145150.5
1620,161246.08
1621,138101.78
1622,149468.75
1623,285804.4
1624,223547.95
1625,128495.21
1626,166163.39
1627,188775.9
1628,307876.1
1629,187152.9
1630,345364.12
1631,232676.25
1632,243864.98
1633,164564.9
1634,184881.31
1635,183444.47
1636,148720.12
1637,208275.16
1638,193014.45
1639,193729.98
1640,273676.0
1641,191686.17
1642,228418.19
1643,227741.5
1644,230082.4
1645,200650.88
1646,158871.58
1647,173762.88
1648,133402.44
1649,138249.36
1650,118248.09
1651,120653.625
1652,97442.33
1653,97134.47
1654,151396.89
1655,150677.11
1656,146247.1
1657,151040.67
1658,144991.67
1659,133538.5
1660,156592.22
1661,438625.53
1662,433333.06
1663,386727.25
1664,240641.9
1665,294342.2
1666,367542.9
1667,376421.2
1668,314848.8
1669,313009.7
1670,363618.25
1671,264337.66
1672,450599.0
1673,309394.88
1674,248238.6
1675,171394.38
1676,173788.06
1677,202742.33
1678,464376.2
1679,403314.53
1680,324401.78
1681,233602.06
